"Tipo de información","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles"
"Fecha","SG8","SG255","SG117","SG256","SG1455","SG1459","SG78","SG617","SG618","SG619","SG620","SG621","SG1460","SG461","SG257","SG258","SG259","SG80","SG910","SG911","SG81","SG54","SG79","SG55","SG83","SG1454","SG263","SG264","SG62","SG63","SG361","SG266","SG267","SG460","SG261"
01/06/2010,1409342.5,485863.4,158782.2,327081.2,N/E,N/E,327081.2,277603.1,2318.3,40235.8,1727.4,14.8,5181.6,0.0,923479.1,708097.9,650176.6,325808.7,27369.3,10235.8,249664.8,-5366.9,-35395.2,30028.3,11632.6,N/E,30832.3,57921.3,16991.2,2041.9,38868.3,19.9,215381.3,N/E,N/E
01/07/2010,1626962.8,553534.0,173017.3,380516.7,N/E,N/E,380516.7,308212.7,4496.6,58574.1,2663.4,21.8,6548.0,0.0,1073428.8,818077.8,747902.9,373602.9,29947.6,10645.1,290762.8,-4821.2,-39893.8,35072.6,13461.3,N/E,34304.4,70174.9,20507.9,2352.9,47294.2,19.9,255351.0,N/E,N/E
01/08/2010,1859756.2,631817.1,196825.5,434991.6,N/E,N/E,434991.6,362280.1,4496.6,58574.1,2663.4,21.8,6955.6,0.0,1227939.1,934365.3,849009.0,423183.4,33277.3,9452.4,334157.0,-3730.9,-43844.4,40113.5,15046.4,N/E,37623.4,85356.3,23815.1,2873.4,58647.9,19.9,293573.8,N/E,N/E
01/09/2010,2097623.4,721935.0,239292.8,482642.2,N/E,N/E,482642.2,409212.5,4496.6,58574.1,2663.4,21.8,7673.7,0.0,1375688.4,1042188.7,949375.3,470515.0,36305.0,10860.9,376290.3,-2041.1,-47195.9,45154.9,17231.1,N/E,40214.0,92813.4,25299.2,3231.5,64262.8,19.9,333499.6,N/E,N/E
01/10/2010,2322172.8,794304.5,257443.2,536861.3,N/E,N/E,536861.3,440266.5,6644.0,77071.3,3615.7,29.0,9234.8,0.0,1527868.3,1152454.9,1050653.8,521361.1,39335.4,10121.8,417259.2,920.2,-49480.2,50400.4,19733.1,N/E,41923.0,101801.0,27224.9,3505.9,71050.3,19.9,375413.5,N/E,N/E
01/11/2010,2598639.6,915021.1,321517.2,593503.8,N/E,N/E,593503.8,496432.5,6644.0,77071.3,3615.7,29.0,9711.3,0.0,1683618.6,1257046.2,1145083.6,570357.9,42205.2,8264.4,454726.1,2882.9,-52387.9,55270.8,22102.0,N/E,44545.0,111962.6,30545.3,3749.2,77647.7,20.3,426572.4,N/E,N/E
01/12/2010,2960443.0,1026895.2,385437.1,641458.1,N/E,N/E,641458.1,543895.4,6644.0,77071.3,3615.7,29.0,10202.7,0.0,1933547.8,1438555.0,1260425.0,626530.4,45069.2,8022.2,504509.3,4463.8,-56153.3,60617.1,24531.2,N/E,47299.0,178129.9,32046.1,4142.2,141902.0,39.6,494992.9,N/E,N/E
01/01/2011,275606.3,78868.9,7473.0,71396.0,N/E,N/E,71396.0,45632.6,4249.2,18545.4,1025.3,7.7,1935.7,0.0,196737.4,159182.9,151963.9,78436.3,4099.9,-971.5,56441.9,7738.2,-4358.7,12096.9,2014.0,N/E,4205.0,7219.0,4036.5,245.0,2937.5,0.0,37554.5,N/E,N/E
01/02/2011,518731.2,165008.7,39223.9,125784.8,N/E,N/E,125784.8,99309.7,4249.2,18545.4,1025.3,7.7,2647.4,0.0,353722.5,279654.3,249812.9,129550.0,10570.3,288.1,93908.3,3661.3,-11073.7,14734.9,4025.3,N/E,7809.6,29841.4,7233.2,527.3,22080.9,0.0,74068.2,N/E,N/E
01/03/2011,773757.0,256858.6,74044.6,182814.1,N/E,N/E,182814.1,155130.9,4249.2,18545.4,1025.3,7.7,3855.5,0.0,516898.4,403574.9,368722.1,195852.5,16521.6,799.1,131122.0,637.8,-18435.4,19073.2,6125.0,N/E,17664.1,34852.8,9390.3,1088.8,24373.6,0.0,113323.5,N/E,N/E
01/04/2011,1015845.3,348568.3,87549.5,261018.9,N/E,N/E,261018.9,205046.0,9602.7,38880.2,2456.5,16.2,5017.3,0.0,667276.9,513461.8,473996.0,255950.9,19758.0,2791.9,171709.2,-5319.0,-28447.1,23128.2,8026.0,N/E,21078.9,39465.8,11502.6,1308.3,26654.9,0.0,153815.2,N/E,N/E
01/05/2011,1262020.5,452028.5,114307.7,337720.9,N/E,N/E,337720.9,280532.0,9602.7,38880.2,2456.5,16.2,6233.2,0.0,809991.9,615803.3,568972.0,311768.4,23284.8,2581.7,212489.1,-15506.1,-43244.5,27738.5,10097.1,N/E,24257.0,46831.3,15226.8,1529.5,30074.9,0.0,194188.7,N/E,N/E
01/06/2011,1523484.5,566158.4,161668.0,404490.4,N/E,N/E,404490.4,346069.7,9602.7,38880.2,2458.2,16.3,7463.4,0.0,957326.1,720064.1,664768.3,368601.2,25857.5,2291.2,254811.9,-27046.1,-60479.1,33433.0,12340.6,N/E,27911.9,55295.9,19384.1,2027.4,33870.6,13.7,237262.0,N/E,N/E
01/07/2011,1768694.5,661822.4,182961.6,478860.8,N/E,N/E,478860.8,389063.1,17313.7,59832.7,4053.3,25.8,8572.2,0.0,1106872.1,824439.0,760806.1,423846.5,29979.2,-825.7,297936.4,-35638.1,-75569.2,39931.2,14494.5,N/E,31013.3,63632.8,23297.5,2409.3,37912.3,13.7,282433.2,N/E,N/E
01/08/2011,2022305.5,767083.8,215078.2,552005.5,N/E,N/E,552005.5,460995.3,17313.7,59832.8,4053.3,25.8,9784.6,0.0,1255221.7,926257.4,854275.3,480270.7,33726.0,-3420.5,334500.1,-42166.1,-87506.1,45340.0,16517.0,N/E,34848.2,71982.1,26924.8,2813.4,42230.2,13.7,328964.3,N/E,N/E
01/09/2011,2306874.5,893396.4,277472.6,615923.8,N/E,N/E,615923.8,523736.0,17313.7,59832.8,4053.3,25.8,10962.2,0.0,1413478.1,1039711.1,960038.6,539227.0,38302.0,-5502.5,379430.5,-49168.9,-100859.5,51690.5,19375.8,N/E,38374.8,79672.5,28781.8,3580.5,47296.4,13.7,373767.0,N/E,N/E
01/10/2011,2557238.4,989338.0,291583.1,697754.9,N/E,N/E,697754.9,574144.1,24151.9,81246.6,5635.2,35.3,12541.8,0.0,1567900.4,1150393.0,1065135.2,598810.4,41157.5,-7892.2,425758.6,-55816.6,-113122.7,57306.1,22002.3,N/E,41115.3,85257.7,30940.7,3876.1,50390.3,50.7,417507.4,N/E,N/E
01/11/2011,2869664.5,1125234.1,354736.0,770498.2,N/E,N/E,770498.2,644723.7,24151.9,81246.6,5635.2,35.3,14705.4,0.0,1744430.4,1267803.4,1170648.2,656543.8,44400.8,-10824.2,477336.5,-65620.7,-128571.5,62950.8,24533.6,N/E,44278.5,97155.2,34531.0,4191.1,58382.4,50.7,476627.0,N/E,N/E
01/12/2011,3271080.1,1244539.6,395232.2,849307.4,N/E,N/E,849307.4,721209.3,24151.9,81246.6,5635.2,35.3,17029.1,0.0,2026540.5,1470934.3,1294054.1,720445.3,47164.5,-8442.0,537142.5,-76433.5,-145679.1,69245.6,26881.2,N/E,47296.1,176880.2,35920.7,4588.9,136299.8,70.7,555606.2,N/E,N/E
01/01/2012,324619.0,127381.5,25782.4,101599.1,N/E,N/E,101599.1,65085.9,8495.4,23834.6,1805.2,10.8,2367.2,0.0,197237.5,154841.6,142789.9,92229.3,3965.7,-3742.4,56305.3,-11391.7,-18121.7,6730.0,2409.6,N/E,3014.0,12051.8,4589.3,407.0,7055.5,0.0,42395.8,N/E,N/E
01/02/2012,582399.3,228800.8,55363.7,173437.1,N/E,N/E,173437.1,135328.4,8495.4,23834.6,1805.2,10.8,3962.8,0.0,353598.5,269391.8,248083.8,148122.3,8489.3,-2340.4,99902.6,-16269.9,-33259.8,16989.9,4558.1,N/E,5621.7,21308.1,8243.8,809.7,12254.6,0.0,84206.7,N/E,N/E
01/03/2012,861705.8,347152.6,100445.8,246706.7,N/E,N/E,246706.7,206982.0,8495.4,23834.6,1805.2,10.8,5578.8,0.0,514553.2,385003.6,354794.4,217675.8,14205.4,-4088.4,140924.3,-30047.4,-50599.6,20552.2,6543.5,N/E,9581.3,30209.3,10884.1,1529.6,17791.2,4.4,129549.6,N/E,N/E
01/04/2012,1142671.8,465091.7,121775.4,343316.3,N/E,N/E,343316.3,266742.1,13593.3,51559.6,4131.4,21.6,7268.3,0.0,677580.1,502737.5,464972.2,288058.2,16298.7,589.7,185478.2,-45709.6,-70188.0,24478.4,8604.5,N/E,11652.5,37765.3,13941.8,2112.7,21706.3,4.4,174842.6,N/E,N/E
01/05/2012,1406555.8,588484.9,172650.8,415834.1,N/E,N/E,415834.1,337736.2,13593.3,51559.6,4131.4,21.6,8792.0,0.0,818070.9,594978.1,548393.4,339033.3,19967.7,-2617.7,226315.0,-59739.4,-89757.1,30017.7,10943.7,N/E,14490.9,46584.7,17684.5,2955.2,25940.6,4.4,223092.8,N/E,N/E
01/06/2012,1724642.9,702853.8,214446.1,488407.7,N/E,N/E,488407.7,408900.0,13593.3,51559.6,4131.4,21.6,10201.8,0.0,1021789.1,749541.6,657919.6,400713.1,23731.5,-1301.5,279192.8,-75825.4,-111492.8,35667.4,13421.7,N/E,17987.5,91622.0,24941.9,3480.9,63174.1,25.0,272247.6,N/E,N/E
01/07/2012,2017588.2,797930.6,231744.2,566186.4,N/E,N/E,566186.4,452989.2,16595.4,79075.1,6291.3,31.5,11204.0,0.0,1219657.6,879237.1,772518.0,459533.4,26622.4,-51.4,326612.8,-76948.6,-119145.9,42197.3,15948.7,N/E,20800.7,106719.1,29098.0,4033.4,73562.7,25.0,340420.5,N/E,N/E
01/08/2012,2311211.9,908334.5,279096.4,629238.1,N/E,N/E,629238.1,514752.7,16595.4,79075.1,6291.3,31.5,12492.2,0.0,1402877.4,1010317.6,879345.7,519942.9,29229.0,925.2,380036.3,-92675.0,-141451.0,48776.0,18512.2,N/E,23375.1,130971.9,33144.9,4438.8,93363.2,25.0,392559.7,N/E,N/E
01/09/2012,2596814.1,1017013.5,316558.5,700454.9,N/E,N/E,700454.9,584393.9,16595.4,79075.1,6291.3,31.5,14067.8,0.0,1579800.6,1134022.0,988936.7,575445.9,32554.8,1596.8,430761.8,-98331.3,-153465.0,55133.7,21193.8,N/E,25714.9,145085.3,35455.9,4956.5,104647.9,25.0,445778.7,N/E,N/E
01/10/2012,2873941.3,1133421.7,346145.5,787276.2,N/E,N/E,787276.2,637500.1,19594.2,106150.8,8440.8,41.5,15548.8,0.0,1740519.6,1248222.8,1091066.3,632109.3,35694.4,1599.1,475636.7,-106273.4,-167122.9,60849.5,24043.8,N/E,28256.5,157156.5,37178.9,5302.8,114649.8,25.0,492296.8,N/E,N/E
01/11/2012,3210163.8,1262939.1,410787.4,852151.7,N/E,N/E,852151.7,700697.3,19594.2,106150.8,8440.8,41.5,17227.1,0.0,1947224.8,1402785.3,1198472.2,689850.3,38687.6,2057.2,531389.1,-120664.6,-187946.6,67282.0,26507.0,N/E,30645.6,204313.1,40985.4,5729.8,157573.0,25.0,544439.5,N/E,N/E
01/12/2012,3514529.5,1386406.4,463121.3,923285.1,N/E,N/E,923285.1,769488.7,19594.2,106150.8,8440.8,41.5,19569.2,0.0,2128123.1,1529248.6,1314439.6,758912.5,42198.8,2785.5,579987.5,-130131.4,-203084.3,72952.9,27906.1,N/E,32780.8,214809.0,42574.8,6186.0,166002.3,46.0,598874.5,N/E,N/E
01/01/2013,312545.0,92196.5,20205.4,71991.2,N/E,N/E,71991.2,38839.8,2351.2,25980.5,2081.1,9.6,2729.0,0.0,220348.5,174976.4,160726.9,88382.1,4616.4,-1377.8,59028.6,5257.6,-2203.4,7461.0,2429.4,N/E,2390.8,14249.4,4842.6,503.1,8903.7,0.0,45372.1,N/E,N/E
01/02/2013,604367.2,194061.0,52520.7,141540.4,N/E,N/E,141540.4,107142.4,2351.2,25980.5,2081.1,9.6,3975.7,0.0,410306.1,321613.5,291264.7,153409.5,14003.4,-278.7,104765.1,9892.5,-9534.5,19427.0,4720.5,N/E,4752.4,30348.8,8587.2,914.4,20847.3,0.0,88692.6,N/E,N/E
01/03/2013,890614.2,296581.8,87317.9,209263.9,N/E,N/E,209263.9,173685.8,2351.2,25980.5,2081.1,9.6,5155.8,0.0,594032.5,461734.1,405842.3,225371.1,20720.0,-117.5,139195.7,5202.6,-18574.5,23777.0,6551.1,N/E,8919.3,55891.8,10773.5,3946.1,41172.1,0.0,132298.3,N/E,N/E
01/04/2013,1192685.9,414201.0,116772.4,297428.6,N/E,N/E,297428.6,228495.2,5690.9,52590.8,4222.5,19.5,6409.7,0.0,778484.8,600056.5,530081.3,315606.2,22173.0,-979.0,180292.6,-7837.9,-36177.6,28339.8,8688.6,N/E,12137.8,69975.1,13848.9,4330.6,51795.5,0.0,178428.4,N/E,N/E
01/05/2013,1501978.8,522859.5,166513.1,356346.4,N/E,N/E,356346.4,286492.0,5690.9,52590.8,4222.5,19.5,7330.7,0.0,979119.3,754172.1,660226.4,396102.4,25148.8,-821.5,224851.5,-15973.5,-50382.1,34408.6,11135.0,N/E,19783.6,93945.7,18859.0,4766.4,70319.6,0.6,224947.2,N/E,N/E
01/06/2013,1810250.6,633356.6,210991.2,422365.4,N/E,N/E,422365.4,351323.7,5690.9,52590.8,4222.5,19.5,8517.9,0.0,1176894.0,899402.9,789186.5,470497.1,27769.1,-1141.8,269498.8,-14270.8,-54883.8,40613.0,13398.9,N/E,23435.2,110216.5,26215.7,5175.6,78803.0,22.1,277491.0,N/E,N/E
01/07/2013,2097986.8,723050.7,218051.0,504999.7,N/E,N/E,504999.7,403123.2,7498.7,78584.9,6229.9,28.8,9534.3,0.0,1374936.2,1046168.7,925198.8,550860.9,31514.6,-3224.0,315176.2,-11245.6,-57904.4,46658.9,15961.0,N/E,26155.5,120969.9,30804.6,5860.5,84282.6,22.1,328767.5,N/E,N/E
01/08/2013,2387493.2,823668.5,252275.1,571393.4,N/E,N/E,571393.4,468470.6,7498.7,78584.9,6229.9,28.8,10580.5,0.0,1563824.7,1185329.3,1050858.3,619795.5,33965.3,-3210.8,362978.1,-9454.1,-63173.8,53719.7,18692.5,N/E,28091.7,134471.0,34608.3,6288.9,93551.7,22.1,378495.4,N/E,N/E
01/09/2013,2692156.8,949229.3,301479.8,647749.5,N/E,N/E,647749.5,543778.3,7498.7,78584.9,6229.9,28.8,11628.9,0.0,1742927.5,1313013.6,1170802.1,685805.7,36987.2,-4078.1,410995.4,-10135.0,-69579.7,59444.7,21395.9,N/E,29830.8,142211.5,36640.4,6732.9,98816.0,22.2,429913.9,N/E,N/E
01/10/2013,2983963.9,1061290.4,336323.5,724967.0,N/E,N/E,724967.0,587562.5,10313.1,105997.6,8398.0,38.8,12657.0,0.0,1922673.5,1445360.1,1290681.9,750882.8,39215.4,-5160.7,459820.1,-10575.8,-76697.1,66121.4,24465.8,N/E,32034.2,154678.2,39034.5,7310.0,108311.5,22.2,477313.3,N/E,N/E
01/11/2013,3289589.3,1175863.4,383719.8,792143.6,N/E,N/E,792143.6,653684.3,10313.1,105998.1,8398.1,38.8,13711.1,0.0,2113725.9,1584412.7,1413901.4,818616.7,43720.4,-5025.6,506797.1,-11068.0,-83284.7,72216.7,26828.9,N/E,34032.0,170511.3,42829.2,7704.2,119955.6,22.2,529313.2,N/E,N/E
01/12/2013,3800415.6,1344487.6,482935.9,861551.6,N/E,N/E,861551.6,721789.6,10313.1,106401.3,8421.7,38.9,14587.1,0.0,2455928.0,1842023.6,1561751.6,905523.5,47205.0,-5988.2,556793.9,-7423.8,-85996.2,78572.4,29259.5,N/E,36381.6,280272.0,44107.3,8044.7,228076.1,43.9,613904.5,N/E,N/E
01/01/2014,366770.4,97902.9,29372.3,68530.6,N/E,N/E,68530.6,37875.6,1164.6,25965.1,1979.4,9.1,1536.8,0.0,268867.6,220006.8,207890.5,116533.8,4419.4,-146.7,69304.9,12797.5,-1137.0,13934.4,2826.1,N/E,2155.6,12116.3,4178.4,612.0,7324.6,1.2,48860.7,N/E,N/E
01/02/2014,647729.4,192554.6,59527.3,133027.3,N/E,N/E,133027.3,101679.7,1164.6,25965.1,1979.4,9.1,2229.4,0.0,455174.8,359095.9,335108.3,183334.2,4050.0,-2388.8,122868.1,17495.7,-4094.2,21589.9,5353.3,N/E,4395.7,23987.6,8395.4,1135.2,14455.8,1.2,96078.9,N/E,N/E
01/03/2014,964020.8,293730.8,90571.6,203159.2,N/E,N/E,203159.2,171145.4,1164.6,25965.1,1979.4,9.1,2895.7,0.0,670290.0,526518.0,483804.6,273723.6,4040.1,-3882.2,169629.7,22363.4,-6820.4,29183.9,7772.9,N/E,10157.0,42713.4,17459.4,1614.3,23638.4,1.2,143772.0,N/E,N/E
01/04/2014,1310804.7,402755.6,129507.6,273248.0,N/E,N/E,273248.0,211168.2,2483.6,51982.9,3985.3,18.4,3609.6,0.0,908049.1,714244.0,655520.4,384298.7,497.1,-6053.3,226145.0,27229.8,-11032.0,38261.8,10275.5,N/E,13127.7,58723.5,20649.6,1990.9,36081.7,1.2,193805.1,N/E,N/E
01/05/2014,1606832.4,499353.9,162824.3,336529.6,N/E,N/E,336529.6,273878.3,2483.6,51982.9,3985.3,18.4,4181.1,0.0,1107478.6,862204.5,788189.9,453311.6,-911.9,-7202.1,281089.3,33363.2,-15064.1,48427.3,12871.7,N/E,15668.0,74014.7,24856.5,2478.0,46678.9,1.2,245274.0,N/E,N/E
01/06/2014,1911959.8,600889.3,187480.2,413409.1,N/E,N/E,413409.1,349945.2,2483.6,51982.9,3985.3,18.4,4993.7,0.0,1311070.4,1012414.4,923932.8,525868.0,-2111.4,-8293.5,333559.6,41095.0,-17670.2,58765.2,15376.4,N/E,18438.6,88481.6,26874.4,3033.4,58550.2,23.6,298656.0,N/E,N/E
01/07/2014,2237432.8,711704.2,223974.1,487730.1,N/E,N/E,487730.1,393025.2,4555.7,78382.4,6053.8,27.9,5685.1,0.0,1525728.7,1174154.5,1067550.1,602810.7,-4373.0,-9302.6,387477.9,50972.3,-19505.7,70478.0,18313.9,N/E,21650.8,106604.4,32558.5,3355.7,70666.7,23.6,351574.1,N/E,N/E
01/08/2014,2544127.4,808153.4,254396.4,553757.0,N/E,N/E,553757.0,458336.3,4555.7,78382.4,6053.8,27.9,6400.9,0.0,1735974.0,1332439.9,1210583.8,675933.7,-6286.2,-9965.1,445949.4,59736.3,-21783.4,81519.7,21410.4,N/E,23805.4,121856.1,34688.5,3850.6,83293.4,23.6,403534.1,N/E,N/E
01/09/2014,2854545.9,915165.1,291386.1,623779.0,N/E,N/E,623779.0,527633.5,4555.7,78382.4,6053.8,27.9,7125.7,0.0,1939380.8,1481407.3,1346596.0,746810.4,-8583.4,-10619.9,499348.6,68961.3,-23150.7,92112.0,24671.2,N/E,26007.8,134811.2,36652.1,4199.3,93936.2,23.7,457973.5,N/E,N/E
01/10/2014,3182051.1,1025339.7,334389.7,690950.1,N/E,N/E,690950.1,565439.2,5745.5,103940.8,8001.0,36.9,7786.6,0.0,2156711.3,1646319.4,1492552.5,819250.1,-10363.4,-11390.7,556021.9,82173.2,-21280.6,103453.8,27969.7,N/E,28891.6,153766.9,41227.9,4532.5,107982.9,23.7,510391.9,N/E,N/E
01/11/2014,3541915.0,1113541.3,374371.7,739169.6,N/E,N/E,739169.6,613069.8,5745.5,103940.8,8001.0,36.9,8375.6,0.0,2428373.6,1837816.8,1636400.4,893169.2,-11790.7,-11814.7,609447.4,94179.6,-19362.6,113542.2,30792.3,N/E,32417.3,201416.5,43308.7,5094.3,152989.8,23.7,590556.8,N/E,N/E
01/12/2014,3983056.1,1221163.9,440749.5,780414.4,N/E,N/E,780414.4,653619.4,5745.5,103940.8,8001.0,36.9,9070.8,0.0,2761892.2,2107645.2,1807813.7,985866.1,-13706.6,-12322.4,667085.1,111646.8,-12846.8,124493.6,33927.8,N/E,35317.0,299831.5,45020.8,5503.7,249260.7,46.3,654247.0,N/E,N/E
01/01/2015,365149.1,57420.0,12927.8,44492.2,34323.0,0.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,307729.1,256955.4,241470.7,122658.4,-827.4,-368.1,75966.3,37899.4,24140.2,13759.3,3323.8,0.0,2818.3,15484.6,5982.3,590.2,8912.1,0.0,50773.7,N/E,N/E
01/02/2015,655492.2,107774.9,37133.1,70641.8,59818.5,654.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,547717.3,448107.8,414619.5,204076.5,-1337.6,-673.7,133524.6,67408.6,40266.2,27142.4,6374.2,340.2,4906.6,33488.4,8574.8,1122.8,23790.7,0.0,99609.5,N/E,N/E
01/03/2015,1086682.7,174988.0,75989.6,98998.4,87521.2,1308.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,911694.7,761550.5,663978.0,376718.1,-4005.8,-1279.9,173815.3,96194.0,60558.2,35635.9,9794.7,680.5,12061.1,97572.5,20722.2,1516.1,75331.9,2.3,150144.1,N/E,N/E
01/04/2015,1416701.3,234529.4,108617.7,125911.6,113780.4,1962.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,1182171.9,983703.4,870466.1,493290.0,-4691.1,-1739.9,231971.2,123899.4,78684.1,45215.3,12946.6,1020.7,13769.2,113237.3,25474.1,1865.9,85894.9,2.4,198468.5,N/E,N/E
01/05/2015,1719146.7,306343.9,134978.7,171365.2,158580.0,2616.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,1412802.8,1164651.3,1040811.2,575666.4,-5003.9,-1962.6,287119.6,151733.1,96401.5,55331.7,16050.8,1361.0,15846.9,123840.0,28026.3,2285.8,93525.6,2.4,248151.5,N/E,N/E
01/06/2015,2046269.7,381879.8,165359.9,216519.9,203080.7,3270.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,1664389.9,1366028.0,1225672.9,667050.7,-5623.3,-2214.9,346308.9,180528.6,114449.0,66079.7,19665.5,1701.2,18256.1,140355.2,30298.5,2765.0,107266.4,25.3,298361.9,N/E,N/E
01/07/2015,2400176.2,469695.6,211092.5,258603.1,244509.8,3924.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,1930480.6,1581337.2,1415096.1,758890.9,-6154.9,-2558.8,412228.0,205016.9,127489.8,77527.1,23699.2,2041.5,21933.2,166241.1,35486.4,3228.7,127500.7,25.3,349143.4,N/E,N/E
01/08/2015,2715227.3,527912.5,225295.6,302616.9,287869.7,4578.0,10169.2,-10606.2,-3900.9,22779.7,1439.1,6.6,450.8,0.0,2187314.8,1787639.9,1605893.3,852360.4,-10284.0,-2734.7,477841.1,233634.7,143871.2,89763.5,27847.4,2381.7,24846.8,181746.5,37844.7,3872.0,140004.5,25.3,399674.9,N/E,N/E
01/09/2015,3033506.5,595964.2,262187.5,333776.7,318157.3,5232.0,10387.4,-10457.5,-3900.9,22802.7,1441.0,6.7,495.5,0.0,2437542.4,1985536.0,1788092.7,943675.7,-10693.7,-2902.8,538718.2,257041.0,156098.3,100942.7,32281.5,2721.9,27250.9,197443.3,40042.2,4204.0,153171.7,25.3,452006.4,N/E,N/E
01/10/2015,3333819.5,655023.4,287022.2,368001.2,352381.8,5232.0,10387.4,-10457.5,-3900.9,22802.7,1441.0,6.7,495.5,0.0,2678796.1,2176315.3,1966040.5,1029327.9,-11003.2,-3079.1,593109.1,288151.7,176150.0,112001.7,36704.3,3063.1,29766.6,210274.9,43846.0,4628.4,161775.1,25.3,502480.7,N/E,N/E
01/11/2015,3749756.1,725300.4,316691.1,408609.2,392989.8,5232.0,10387.4,-10457.5,-3900.9,22802.7,1441.0,6.7,495.5,0.0,3024455.7,2427107.6,2144284.2,1116791.0,-11081.2,-3202.0,644325.1,321466.8,198268.2,123198.6,40352.4,3404.3,32227.8,282823.4,46453.8,4890.8,231430.1,48.7,597348.2,N/E,N/E
01/12/2015,4266989.5,843433.7,429009.3,414424.4,398805.0,5232.0,10387.4,-10457.5,-3900.9,22802.7,1441.0,6.7,495.5,0.0,3423555.9,2765646.8,2361233.6,1232361.2,-11777.3,-3322.6,707212.8,354293.5,220091.1,134202.4,44095.9,3745.7,34624.4,404413.2,48252.1,5405.5,350706.9,48.7,657909.1,N/E,N/E
01/01/2016,364172.4,56615.8,29022.6,27593.2,27593.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307556.6,259670.1,244659.0,128247.4,-493.3,-129.3,78056.7,31821.2,18350.2,13470.9,4050.6,341.4,2764.3,15011.1,5709.9,2139.8,7161.4,0.0,47886.5,N/E,N/E
01/02/2016,677620.4,114926.2,65490.9,49435.3,49435.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562694.2,467684.4,440265.3,228384.9,-726.5,-239.6,136949.9,61724.0,37493.1,24230.9,8036.3,690.4,5446.0,27419.0,9545.7,2908.8,14964.5,0.0,95009.8,N/E,N/E
01/03/2016,1058812.5,141386.4,67092.9,74293.6,74293.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917426.1,773787.7,723164.3,418443.4,-2338.6,-415.7,187775.8,98196.7,62826.0,35370.6,11678.1,1010.0,8814.7,50623.4,22238.0,3315.5,25070.0,0.0,143638.3,N/E,N/E
01/04/2016,1686525.8,225214.2,124073.2,101141.0,101140.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461311.6,1267894.0,960845.2,551232.8,-2627.1,-552.2,248165.7,136383.6,89796.2,46587.3,15124.7,1328.8,11789.0,307048.8,27317.2,3799.7,275931.9,0.0,193417.6,N/E,N/E
01/05/2016,2013536.9,277889.0,165525.0,112364.0,112335.4,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735647.9,1490449.8,1169619.8,652628.2,-2822.4,-653.5,310549.2,173940.4,116419.2,57521.2,19269.1,1647.5,15061.3,320829.9,30524.0,4196.3,286085.8,23.8,245198.1,N/E,N/E
01/06/2016,2338933.9,314960.7,172823.1,142137.7,142108.9,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023973.2,1726052.7,1393077.9,766497.0,-2979.0,-749.5,374262.8,212965.4,143613.6,69351.8,23460.0,1967.0,17654.1,332974.8,34144.5,4604.1,294202.4,23.8,297920.5,N/E,N/E
01/07/2016,2711465.5,386482.3,211158.8,175323.5,175105.4,218.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324983.1,1974104.4,1625757.8,873189.6,-3225.2,-833.1,454253.8,252049.8,171083.4,80966.4,27475.4,2264.9,20582.6,348346.6,40076.3,4938.2,303308.4,23.8,350878.7,N/E,N/E
01/08/2016,3172264.5,578425.4,369763.5,208661.9,208442.7,219.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2593839.1,2188118.2,1826689.9,974359.3,-3321.4,-915.4,513210.9,284059.4,192603.5,91455.9,32311.5,2562.6,24423.0,361428.3,43264.7,5191.8,312948.1,23.8,405720.8,N/E,N/E
01/09/2016,3501213.1,621053.7,382577.6,238476.1,238256.8,219.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880159.5,2416921.7,2041480.3,1070535.5,-3531.4,-1002.6,585980.6,322514.8,217923.9,104590.9,37186.4,2869.0,26927.9,375441.4,46065.9,6579.6,322772.1,23.8,463237.8,N/E,N/E
