"Tipo de información","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles"
"Fecha","SG8","SG255","SG117","SG256","SG1455","SG1459","SG78","SG617","SG618","SG619","SG620","SG621","SG1460","SG461","SG257","SG258","SG259","SG80","SG910","SG911","SG81","SG54","SG79","SG55","SG83","SG1454","SG263","SG264","SG62","SG63","SG361","SG266","SG267","SG460","SG261"
01/12/2003,1600286.3,444378.3,175776.6,268601.7,N/E,N/E,250744.3,247578.5,N/E,N/E,N/E,N/E,3165.8,17857.5,1155908.0,864383.4,768045.3,337015.5,N/E,N/E,254433.4,117758.2,87579.4,30178.8,26897.8,N/E,31940.5,96338.0,19238.5,5153.7,71917.3,28.6,291524.7,N/E,N/E
01/01/2004,167567.0,42858.4,13486.2,29372.2,N/E,N/E,24383.6,24082.6,N/E,N/E,N/E,N/E,300.9,4988.6,124708.6,104068.7,84413.2,40222.2,N/E,N/E,28061.6,10908.9,7361.0,3547.9,1883.2,N/E,3337.4,19655.5,2377.5,532.7,16745.3,0.0,20639.9,N/E,N/E
01/02/2004,288734.8,79631.8,23552.7,56079.1,N/E,N/E,51090.5,50434.4,N/E,N/E,N/E,N/E,656.1,4988.6,209103.0,165814.1,143705.5,66435.1,N/E,N/E,47501.1,19877.1,14351.0,5526.1,3808.0,N/E,6084.1,22108.6,3409.4,913.4,17785.7,0.0,43288.9,N/E,N/E
01/03/2004,443341.7,124464.6,39738.2,84726.4,N/E,N/E,79737.8,78515.4,N/E,N/E,N/E,N/E,1222.5,4988.6,318877.1,251613.6,223782.5,107452.5,N/E,N/E,69944.6,28625.8,20715.4,7910.3,6082.5,N/E,11677.1,27831.2,4540.2,1341.6,21949.4,0.0,67263.4,N/E,N/E
01/04/2004,603072.6,166553.0,53887.3,112665.7,N/E,N/E,102834.6,101297.3,N/E,N/E,N/E,N/E,1537.4,9831.1,436519.7,345198.6,298514.4,144071.8,N/E,N/E,95348.0,37090.1,26461.6,10628.6,8281.6,N/E,13722.9,46684.2,7224.8,1750.5,37708.8,0.0,91321.1,N/E,N/E
01/05/2004,731298.9,208035.8,68718.5,139317.3,N/E,N/E,129486.2,127716.7,N/E,N/E,N/E,N/E,1769.5,9831.1,523263.1,407992.7,359604.6,170849.7,N/E,N/E,118335.5,45232.5,32022.2,13210.3,10495.2,N/E,14691.6,48388.1,7466.0,2200.4,38706.9,14.8,115270.4,N/E,N/E
01/06/2004,878888.9,264335.4,98815.2,165520.2,N/E,N/E,155689.0,153556.9,N/E,N/E,N/E,N/E,2132.1,9831.1,614553.5,473758.4,419913.8,196660.5,N/E,N/E,142045.5,51811.4,35721.3,16090.1,12847.6,N/E,16548.7,53844.6,8555.6,2560.4,42713.7,14.8,140795.1,N/E,N/E
01/07/2004,1017821.8,314186.0,111362.0,202824.0,N/E,N/E,185286.3,182693.0,N/E,N/E,N/E,N/E,2593.3,17537.7,703635.9,535058.9,476498.0,221976.4,N/E,N/E,164362.9,56945.1,38169.5,18775.6,15254.7,N/E,17958.9,58560.9,11487.7,2888.8,44169.5,14.8,168577.0,N/E,N/E
01/08/2004,1167961.0,365387.4,127866.9,237520.5,N/E,N/E,219982.9,216942.6,N/E,N/E,N/E,N/E,3040.3,17537.7,802573.5,606907.9,534643.5,245546.7,N/E,N/E,188055.4,63893.8,42507.9,21385.9,17985.4,N/E,19162.3,72264.5,12510.1,3364.6,56375.0,14.8,195665.6,N/E,N/E
01/09/2004,1308436.0,417144.8,147975.6,269169.2,N/E,N/E,251631.5,248131.8,N/E,N/E,N/E,N/E,3499.7,17537.7,891291.2,668149.7,591648.8,269795.0,N/E,N/E,211289.2,69683.4,45650.0,24033.4,20611.2,N/E,20270.1,76500.9,12427.3,3780.3,60278.4,14.8,223141.5,N/E,N/E
01/10/2004,1444682.9,465679.0,155468.9,310210.2,N/E,N/E,282430.0,278497.4,N/E,N/E,N/E,N/E,3932.6,27780.1,979003.9,728591.4,648265.2,293573.5,N/E,N/E,234786.3,75061.1,48493.4,26567.6,23530.6,N/E,21313.8,80326.1,14784.2,4406.6,61120.5,14.8,250412.5,N/E,N/E
01/11/2004,1588603.1,522628.2,165817.0,356811.3,N/E,N/E,317205.3,312844.0,N/E,N/E,N/E,N/E,4361.3,39606.0,1065974.8,788811.3,705696.1,317764.2,N/E,N/E,257958.7,80759.5,51653.8,29105.7,26377.6,N/E,22836.1,83115.2,15764.7,4884.9,62435.7,29.9,277163.5,N/E,N/E
01/12/2004,1771314.2,584759.7,190772.0,393987.7,N/E,N/E,354381.7,349555.9,N/E,N/E,N/E,N/E,4825.8,39606.0,1186554.5,876223.4,769385.8,345217.6,N/E,N/E,285022.7,85245.0,53334.4,31910.6,29521.0,N/E,24379.5,106837.6,16591.4,5406.5,84809.8,29.9,310331.1,N/E,N/E
01/01/2005,165530.4,49016.8,10039.4,38977.4,N/E,N/E,39999.8,39564.0,0.0,0.0,0.0,0.0,435.8,-1022.4,116513.6,91518.6,85482.6,42102.2,N/E,N/E,33465.1,4354.0,562.6,3791.4,2190.6,N/E,3370.7,6036.0,2305.0,619.5,3111.5,0.0,24995.0,N/E,N/E
01/02/2005,298729.9,92299.5,16311.8,75987.8,N/E,N/E,77010.1,75868.3,0.0,0.0,0.0,0.0,1141.8,-1022.4,206430.4,154294.5,146142.3,70216.6,N/E,N/E,54772.6,10613.7,4772.2,5841.5,4076.7,N/E,6462.8,8152.2,2652.1,1266.0,4234.0,0.0,52135.9,N/E,N/E
01/03/2005,464634.5,149696.2,44063.7,105632.5,N/E,N/E,106654.9,105104.4,0.0,0.0,0.0,0.0,1550.5,-1022.4,314938.3,237040.9,222855.7,109493.0,N/E,N/E,78613.5,16782.8,8379.0,8403.8,6082.7,N/E,11883.7,14185.2,3655.4,1647.5,8882.3,0.0,77897.4,N/E,N/E
01/04/2005,632662.6,202780.3,58192.3,144588.1,N/E,N/E,137389.3,135486.1,0.0,0.0,0.0,0.0,1903.2,7198.8,429882.2,324419.2,305259.5,154448.3,N/E,N/E,105800.1,22278.6,11072.1,11206.5,8136.7,N/E,14595.8,19159.7,5942.4,2122.9,11094.3,0.0,105463.1,N/E,N/E
01/05/2005,782997.8,258915.5,74567.0,184348.5,N/E,N/E,177149.8,174734.1,0.0,0.0,0.0,0.0,2415.6,7198.8,524082.3,391696.8,368358.3,183367.0,N/E,N/E,130984.2,26617.0,12695.0,13922.1,10242.9,N/E,17147.2,23338.5,8333.9,2493.1,12496.0,15.5,132385.5,N/E,N/E
01/06/2005,945003.0,322305.1,98836.6,223468.5,N/E,N/E,216269.7,213303.8,0.0,0.0,0.0,0.0,2965.9,7198.8,622697.9,461460.9,431312.1,212626.8,N/E,N/E,157572.4,29213.2,12201.6,17011.6,12282.7,N/E,19616.9,30148.8,9944.2,3030.8,17158.4,15.5,161237.0,N/E,N/E
01/07/2005,1101151.6,377288.1,102984.1,274304.1,N/E,N/E,253923.3,250350.8,0.0,0.0,0.0,0.0,3572.4,20380.8,723863.4,532922.9,495787.7,241456.1,N/E,N/E,184406.5,34078.5,13754.4,20324.1,14330.9,N/E,21515.8,37135.2,12874.1,3434.3,20811.4,15.5,190940.5,N/E,N/E
01/08/2005,1256931.5,434448.6,120805.0,313643.6,N/E,N/E,293262.8,289160.3,0.0,0.0,0.0,0.0,4102.5,20380.8,822482.8,601542.7,559795.3,269108.3,N/E,N/E,210176.2,38358.1,15443.6,22914.5,16760.4,N/E,25392.3,41747.4,14068.9,4888.2,22774.8,15.5,220940.1,N/E,N/E
01/09/2005,1419654.3,498269.3,144235.5,354033.8,N/E,N/E,333653.0,328979.8,0.0,0.0,0.0,0.0,4673.2,20380.8,921385.0,670898.9,617595.2,296004.9,N/E,N/E,234226.0,41566.0,15738.7,25827.3,19154.1,N/E,26644.1,53303.7,15122.1,5386.1,32780.0,15.6,250486.1,N/E,N/E
01/10/2005,1576394.8,554641.8,137377.3,417264.5,N/E,N/E,378956.2,373661.6,0.0,0.0,0.0,0.0,5294.6,38308.3,1021753.0,740121.0,677770.1,323545.9,N/E,N/E,259996.2,44554.8,15855.5,28699.3,21579.6,N/E,28093.6,62350.9,17883.3,6521.6,37930.4,15.6,281632.0,N/E,N/E
01/11/2005,1745388.3,625691.1,163062.1,462629.0,N/E,N/E,424320.7,418347.3,0.0,0.0,0.0,0.0,5973.4,38308.3,1119697.3,807505.4,742025.7,352536.7,N/E,N/E,288434.0,47295.9,15621.1,31674.9,24236.0,N/E,29523.1,65479.7,19011.6,6898.7,39538.3,31.1,312191.8,N/E,N/E
01/12/2005,1947816.2,709032.3,185529.2,523503.2,N/E,N/E,469205.1,462433.0,0.0,0.0,0.0,0.0,6772.2,54298.0,1238784.0,889001.9,810511.0,384521.8,N/E,N/E,318432.0,49627.1,15186.4,34440.7,26820.4,N/E,31109.6,78490.9,19858.9,7332.7,51268.2,31.1,349782.1,N/E,N/E
01/01/2006,194589.0,64260.7,21997.8,42262.9,N/E,N/E,42211.7,42211.7,0.0,0.0,0.0,0.0,N/E,51.2,130328.3,100810.4,93171.8,46864.8,N/E,N/E,38831.0,1515.3,-2073.8,3589.0,2350.0,N/E,3610.7,7638.6,2567.9,415.3,4655.4,0.0,29517.9,N/E,N/E
01/02/2006,370808.8,131448.6,42882.3,88566.3,N/E,N/E,88515.1,88515.1,0.0,0.0,0.0,0.0,N/E,51.2,239360.1,170899.4,158932.8,76517.5,N/E,N/E,66596.3,3755.7,-2704.4,6460.2,4786.5,N/E,7276.7,11966.6,3498.2,908.6,7559.8,0.0,68460.7,N/E,N/E
01/03/2006,564183.2,200511.3,67698.1,132813.2,N/E,N/E,132762.0,132762.0,0.0,0.0,0.0,0.0,N/E,51.2,363671.8,265812.5,239184.5,117388.7,N/E,N/E,96901.9,3579.0,-5556.6,9135.6,7241.1,N/E,14073.9,26628.0,4712.7,1521.3,20394.0,0.0,97859.3,N/E,N/E
01/04/2006,755110.8,261018.7,55684.2,205334.5,N/E,N/E,203594.1,189241.8,3404.4,10849.3,93.0,5.6,N/E,1740.4,494092.1,367589.1,336797.1,173124.3,N/E,N/E,128635.5,6479.6,-5655.6,12135.2,9433.6,N/E,19124.1,30792.0,6986.9,1839.7,21965.4,0.0,126502.9,N/E,N/E
01/05/2006,936229.9,335919.5,61223.9,274695.6,N/E,N/E,272955.1,258602.8,3404.4,10849.3,93.0,5.6,N/E,1740.4,600310.5,443512.4,408885.8,209640.2,N/E,N/E,158528.3,6822.9,-8336.2,15159.1,12100.3,N/E,21794.1,34626.6,8350.5,2327.5,23932.6,16.0,156798.0,N/E,N/E
01/06/2006,1120965.4,415322.1,60588.7,354733.4,N/E,N/E,352993.0,338640.7,3404.4,10849.3,93.0,5.6,N/E,1740.4,705643.3,518072.2,479916.7,244185.8,N/E,N/E,190672.7,5793.9,-12805.7,18599.6,14861.0,N/E,24403.3,38155.5,10026.5,3012.8,25100.2,16.0,187571.1,N/E,N/E
01/07/2006,1314454.5,490574.5,90410.9,400163.6,N/E,N/E,396006.8,364587.2,8274.3,22930.4,202.8,12.2,N/E,4156.8,823880.0,605086.2,560879.2,291406.3,N/E,N/E,221473.7,4039.9,-17821.9,21861.8,17461.5,N/E,26497.7,44207.0,13004.6,3818.2,27368.2,16.0,218793.8,N/E,N/E
01/08/2006,1493244.5,565268.2,108787.5,456480.7,N/E,N/E,452323.9,420903.7,8274.3,22930.4,203.3,12.2,N/E,4156.8,927976.3,676491.9,627875.6,323715.7,N/E,N/E,253785.3,1505.2,-23284.6,24789.8,20354.3,N/E,28515.2,48616.2,14023.0,4717.3,29860.0,16.0,251484.4,N/E,N/E
01/09/2006,1669325.5,638331.3,135972.6,502358.7,N/E,N/E,498201.9,466781.8,8274.3,22930.4,203.3,12.2,N/E,4156.8,1030994.2,747696.3,691493.2,354006.7,N/E,N/E,284487.4,-732.4,-28420.5,27688.1,23362.3,N/E,30369.2,56203.1,15061.4,5351.2,35774.5,16.0,283297.9,N/E,N/E
01/10/2006,1851591.0,710867.9,168080.4,542787.5,N/E,N/E,536273.0,487559.4,13026.1,35353.5,315.1,18.9,N/E,6514.6,1140723.1,824586.0,757013.2,383061.6,N/E,N/E,318457.3,-3379.4,-34234.6,30855.3,26485.6,N/E,32388.0,67572.8,17417.4,5849.3,44290.2,16.0,316137.0,N/E,N/E
01/11/2006,2035500.1,783971.4,213524.9,570446.5,N/E,N/E,563931.9,515218.3,13026.1,35353.5,315.1,18.9,N/E,6514.6,1251528.8,903098.3,823621.3,414261.0,N/E,N/E,349935.5,-3471.0,-37570.1,34099.1,29416.8,N/E,33478.9,79477.0,19578.4,6463.6,53419.0,16.0,348430.5,N/E,N/E
01/12/2006,2263602.6,901887.4,317655.0,584232.4,N/E,N/E,577717.9,529004.3,13026.1,35353.5,315.1,18.9,N/E,6514.6,1361715.1,974575.6,890078.2,448099.8,N/E,N/E,380576.1,-5241.5,-42217.5,36975.9,31726.4,N/E,34917.3,84497.5,20338.3,6942.8,57184.1,32.3,387139.5,N/E,N/E
01/01/2007,234519.7,68618.7,18122.6,50496.1,N/E,N/E,49241.1,35246.4,2529.3,11371.1,88.8,5.3,N/E,1255.0,165901.0,135088.0,104248.4,51368.9,N/E,N/E,46933.6,-903.0,-5510.6,4607.6,2497.1,N/E,4351.8,30839.5,3022.4,825.7,26991.5,0.0,30813.0,N/E,N/E
01/02/2007,410969.2,130989.2,40216.2,90773.0,N/E,N/E,89518.0,75523.4,2529.3,11371.1,88.8,5.3,N/E,1255.0,279979.9,216984.6,179793.7,88026.7,N/E,N/E,79167.1,-253.9,-7576.6,7322.7,4734.4,N/E,8119.5,37190.9,4241.2,1190.2,31759.5,0.0,62995.3,N/E,N/E
01/03/2007,611414.8,208297.4,68173.8,140123.5,N/E,N/E,138868.5,125698.9,2529.3,10545.5,89.4,5.4,N/E,1255.0,403117.4,309368.5,267770.5,134641.7,N/E,N/E,112313.3,-3520.4,-13555.1,10034.7,7214.7,N/E,17121.2,41598.0,5758.5,1653.3,34186.3,0.0,93749.0,N/E,N/E
01/04/2007,829067.9,275012.8,86682.3,188330.5,N/E,N/E,187075.5,159070.8,3447.2,24371.3,175.7,10.5,N/E,1255.0,554055.1,429227.0,381774.9,205074.1,N/E,N/E,145579.8,752.0,-12708.1,13460.1,9372.9,N/E,20996.1,47452.1,9032.7,2088.2,36331.1,0.0,124828.1,N/E,N/E
01/05/2007,1004239.0,343132.7,119802.2,223330.5,N/E,N/E,222075.5,194070.8,3447.2,24371.3,175.7,10.5,N/E,1255.0,661106.3,504964.8,454146.0,241680.1,N/E,N/E,176740.4,434.0,-16441.3,16875.3,11856.0,N/E,23435.5,50818.8,10440.6,2759.5,37602.1,16.7,156141.5,N/E,N/E
01/06/2007,1194117.6,415613.4,157340.2,258273.3,N/E,N/E,257018.2,229013.5,3447.2,24371.3,175.7,10.5,N/E,1255.0,778504.1,589428.0,534465.3,285161.4,N/E,N/E,209693.4,-959.6,-21354.4,20394.7,14266.9,N/E,26303.3,54962.7,12527.0,3420.1,38998.8,16.7,189076.1,N/E,N/E
01/07/2007,1393898.2,490864.0,173914.2,316949.8,N/E,N/E,315694.8,269195.7,6696.2,39500.7,285.0,17.1,N/E,1255.0,903034.2,679116.5,610376.2,324132.2,N/E,N/E,242509.1,-2123.4,-25953.8,23830.4,16985.8,N/E,28872.5,68740.4,16253.1,4000.8,48469.8,16.7,223917.7,N/E,N/E
01/08/2007,1596829.2,573865.0,213164.4,360700.6,N/E,N/E,359445.6,312946.5,6696.2,39500.7,285.0,17.1,N/E,1255.0,1022964.2,764737.1,688301.4,365086.0,N/E,N/E,275266.4,-3096.1,-30769.0,27672.8,20022.2,N/E,31022.8,76435.8,17953.6,4623.8,53841.7,16.7,258227.1,N/E,N/E
01/09/2007,1774577.7,639843.6,235642.1,404201.4,N/E,N/E,402946.4,356446.5,6696.2,39501.5,285.0,17.1,N/E,1255.0,1134734.1,842280.8,759499.8,400350.0,N/E,N/E,307011.1,-3756.9,-34951.3,31194.4,22975.9,N/E,32919.7,82781.0,19294.2,5105.8,58364.4,16.7,292453.3,N/E,N/E
01/10/2007,2010628.9,716502.7,245721.6,470781.1,N/E,N/E,469526.1,398946.6,11516.8,55401.9,403.2,24.2,3233.4,1255.0,1294126.2,965918.3,829105.6,434800.5,N/E,N/E,338268.9,-5261.6,-39686.8,34425.1,26193.8,N/E,35104.0,136812.7,22283.7,5744.3,108768.1,16.7,328207.8,N/E,N/E
01/11/2007,2207504.2,793538.4,288094.5,505443.9,N/E,N/E,504188.9,433609.4,11516.8,55401.9,403.2,24.2,3233.4,1255.0,1413965.8,1051813.9,910277.2,474240.8,N/E,N/E,374179.1,-4763.6,-43622.3,38858.7,29291.7,N/E,37329.3,141536.8,23620.4,6202.4,111680.5,33.5,362151.9,N/E,N/E
01/12/2007,2485785.0,925283.8,374839.9,550443.9,N/E,N/E,549188.9,478609.4,11516.8,55401.9,403.2,24.2,3233.4,1255.0,1560501.2,1160776.6,1002670.0,527183.6,N/E,N/E,409012.5,-6791.8,-48324.0,41532.2,32188.0,N/E,41077.8,158106.6,24830.4,6751.9,126490.8,33.5,399724.6,N/E,N/E
01/01/2008,234992.3,77535.1,22877.9,54657.2,N/E,N/E,54657.2,30591.5,7523.6,16397.3,136.6,8.2,N/E,0.0,157457.2,124271.8,116136.3,58819.3,0.0,0.0,51466.3,-1936.0,-7169.2,5233.2,3091.0,N/E,4695.7,8135.5,4453.3,555.0,3127.1,0.0,33185.4,N/E,N/E
01/02/2008,444468.9,149858.2,34080.0,115778.2,N/E,N/E,115778.2,91712.5,7523.6,16397.3,136.6,8.2,N/E,0.0,294610.7,229004.2,212159.3,100862.4,8524.5,0.0,90493.8,-3043.5,-11167.7,8124.2,6041.5,N/E,9280.5,16844.9,6068.8,1007.4,9768.7,0.0,65606.5,N/E,N/E
01/03/2008,676180.4,265078.0,11501.0,253576.9,N/E,N/E,253576.9,229505.8,7523.6,16397.3,141.8,8.5,N/E,0.0,411102.4,311728.6,287281.0,162290.4,14261.2,0.0,126494.4,-43528.5,-54805.9,11277.4,8347.7,N/E,19415.8,24447.6,7795.6,1734.9,14917.1,0.0,99373.8,N/E,N/E
01/04/2008,923536.9,372582.6,27435.4,345147.2,N/E,N/E,345147.2,295969.8,14075.1,34512.2,572.8,17.1,N/E,0.0,550954.3,417291.5,384608.5,225545.6,19582.3,0.0,157990.4,-53178.5,-68376.6,15198.1,11101.0,N/E,23567.5,32683.0,11747.1,2445.8,18490.1,0.0,133662.8,N/E,N/E
01/05/2008,1129513.2,464296.6,52798.3,411498.3,N/E,N/E,411498.3,362320.9,14075.1,34512.2,572.8,17.1,N/E,0.0,665216.6,496189.5,458895.5,266204.8,24571.7,0.0,194231.2,-66114.0,-85054.4,18940.4,13909.7,N/E,26092.1,37294.0,13187.9,3124.3,20964.5,17.4,169027.2,N/E,N/E
01/06/2008,1362855.9,572598.2,80808.0,491790.2,N/E,N/E,491790.2,442612.9,14075.1,34512.2,572.8,17.1,N/E,0.0,790257.6,584318.7,536923.6,311015.0,28079.5,0.0,233175.6,-80783.8,-103889.0,23105.2,16334.6,N/E,29102.6,47395.1,15474.3,3482.0,28421.5,17.4,205938.9,N/E,N/E
01/07/2008,1580740.4,667839.8,89832.2,578007.6,N/E,N/E,578007.6,500441.5,23824.8,52641.4,1072.7,27.1,N/E,0.0,912900.6,668008.9,611430.3,353337.0,31448.0,59.2,274303.3,-99047.9,-126127.8,27079.9,19168.7,N/E,32161.9,56578.6,20070.0,4266.0,32225.3,17.4,244891.7,N/E,N/E
01/08/2008,1812117.9,789148.0,122560.6,666587.4,N/E,N/E,666587.4,589020.2,23824.8,52641.8,1073.4,27.1,N/E,0.0,1022969.9,740766.4,680482.1,391765.6,34582.0,4815.8,314216.9,-121376.9,-152200.2,30823.3,22069.7,N/E,34409.0,60284.3,21426.4,4695.7,34144.8,17.4,282203.5,N/E,N/E
01/09/2008,2073951.9,936567.2,190829.2,745738.0,N/E,N/E,745738.0,668170.8,23824.8,52641.8,1073.4,27.1,N/E,0.0,1137384.7,813786.1,748940.2,429410.6,37604.6,7967.6,353857.4,-142094.6,-176678.6,34584.0,25480.0,N/E,36714.6,64845.9,23022.7,5202.6,36603.3,17.4,323598.6,N/E,N/E
01/10/2008,2357915.2,1079167.9,263699.2,815468.7,N/E,N/E,815468.7,708672.9,33640.3,71535.7,1582.5,37.3,N/E,0.0,1278747.2,915537.7,827687.4,468063.2,40532.7,11581.6,393126.1,-153848.0,-192441.8,38593.8,29369.6,N/E,38862.3,87850.3,26598.2,5779.5,55455.3,17.4,363209.5,N/E,N/E
01/11/2008,2590672.6,1184397.5,315208.7,869188.8,N/E,N/E,869188.8,758677.7,33640.3,71535.7,1582.5,37.3,3715.2,0.0,1406275.1,1001637.9,906117.8,515097.6,43808.3,14483.5,429987.8,-170777.5,-213249.3,42471.8,32718.1,N/E,40799.9,95520.1,28065.9,6352.4,61066.8,35.1,404637.2,N/E,N/E
01/12/2008,2860926.4,1267794.5,362530.6,905263.8,N/E,N/E,905263.8,794030.4,33640.3,71535.7,1582.5,37.3,4437.6,0.0,1593131.9,1144672.5,994552.3,562222.3,46586.0,17700.3,457248.3,-168325.2,-217609.1,49283.9,35783.1,N/E,43337.5,150120.2,29261.1,6865.9,113958.1,35.1,448459.5,N/E,N/E
01/01/2009,220180.8,54794.5,27652.3,27142.2,N/E,N/E,27142.2,14197.8,0.0,11791.3,235.3,4.7,913.1,0.0,165386.3,129546.1,123472.8,59294.9,3807.0,3501.3,46213.6,2787.2,-1992.0,4779.2,2547.4,N/E,5321.4,6073.3,2559.8,594.3,2919.2,0.0,35840.2,N/E,N/E
01/02/2009,439279.5,109910.5,57599.4,52311.2,N/E,N/E,52311.2,38767.4,0.0,11791.3,235.3,4.7,1512.6,0.0,329369.0,259281.4,221002.2,98350.6,11587.1,6734.1,75640.7,12477.1,5167.0,7310.1,4986.5,N/E,11226.2,38279.2,6032.4,1245.9,31000.9,0.0,70087.6,N/E,N/E
01/03/2009,649643.4,171319.6,88736.6,82583.0,N/E,N/E,82583.0,68484.2,0.0,11791.3,235.3,4.7,2067.5,0.0,478323.7,375229.7,332022.6,149113.8,17927.8,9693.4,106213.4,21068.0,10920.2,10147.8,7376.8,N/E,20629.3,43207.1,8089.8,1886.4,33230.9,0.0,103094.0,N/E,N/E
01/04/2009,941261.3,233993.3,124540.4,109452.9,N/E,N/E,109452.9,80768.5,0.0,25229.1,732.5,9.7,2713.1,0.0,707267.9,571422.1,428376.8,194182.6,21741.9,13056.8,136117.0,28814.4,15078.2,13736.2,9702.8,N/E,24761.3,143045.3,10023.5,2663.9,130357.9,0.0,135845.9,N/E,N/E
01/05/2009,1120795.9,293231.5,156805.8,136425.7,N/E,N/E,136425.7,107635.3,-556.5,25247.6,733.0,9.7,3356.5,0.0,827564.3,659456.8,509536.1,229151.5,25014.0,15057.1,164936.8,36062.7,18275.8,17787.0,11824.3,N/E,27489.7,149920.8,13516.8,3026.3,133359.3,18.4,168107.5,N/E,N/E
01/06/2009,1339003.8,371973.0,191114.5,180858.5,N/E,N/E,180858.5,150748.2,-556.5,25247.6,733.0,9.7,4676.4,0.0,967030.8,764423.9,608248.2,277274.2,28792.2,16158.5,197855.5,43404.2,21787.3,21616.9,14145.5,N/E,30618.1,156175.7,15732.4,3845.7,136579.2,18.4,202606.9,N/E,N/E
01/07/2009,1546264.8,450068.0,208407.8,241660.1,N/E,N/E,241660.1,190384.6,-556.5,43897.2,1377.5,16.1,6541.2,0.0,1096196.8,859842.8,696798.4,317282.3,31809.7,16278.6,232583.0,49224.0,22898.6,26325.4,16749.8,N/E,32871.0,163044.4,18676.7,4421.9,139927.4,18.4,236354.1,N/E,N/E
01/08/2009,1798775.7,516912.3,222633.2,294279.1,N/E,N/E,294279.1,241861.6,-556.5,43897.2,1377.5,16.1,7683.2,0.0,1281863.4,1011437.9,783027.1,360211.2,33866.6,16956.1,267827.3,48251.3,17757.3,30493.9,19320.9,N/E,36593.6,228410.8,21597.7,4809.1,201985.7,18.4,270425.5,N/E,N/E
01/09/2009,2011363.6,602588.9,265629.3,336959.5,N/E,N/E,336959.5,283558.2,-556.5,43897.2,1377.5,16.1,8667.0,0.0,1408774.7,1100895.9,867196.9,399593.5,36803.9,17191.4,301255.5,51008.6,16002.9,35005.8,22106.6,N/E,39237.4,233699.0,23243.7,5237.4,205199.5,18.4,307878.9,N/E,N/E
01/10/2009,2206453.2,674009.3,286516.6,387492.6,N/E,N/E,387492.6,311807.4,-556.5,63838.5,2045.5,22.8,10334.9,0.0,1532443.9,1192038.2,952572.5,439893.2,40129.1,16723.6,339123.1,50305.7,11379.3,38926.4,24994.8,N/E,41403.1,239465.7,24977.2,5683.7,208786.4,18.4,340405.7,N/E,N/E
01/11/2009,2423514.5,767380.9,326303.7,441077.2,N/E,N/E,441077.2,364409.3,-556.5,63838.5,2045.5,22.8,11317.6,0.0,1656133.7,1284199.5,1035992.8,482610.2,42403.7,16174.5,373015.6,50745.8,8050.4,42695.4,27528.3,N/E,43514.9,248206.6,28236.5,5975.4,213957.7,37.1,371934.2,N/E,N/E
01/12/2009,2817185.5,870040.2,381953.2,488087.0,N/E,N/E,488087.0,410436.6,-556.5,63838.5,2045.5,22.8,12300.0,0.0,1947145.4,1512361.1,1129552.6,534190.6,44717.9,15887.7,407795.1,50567.4,3203.1,47364.3,30196.4,N/E,46197.4,382808.5,29729.5,6660.5,346381.4,37.1,434784.3,N/E,N/E
01/01/2010,270421.0,70298.4,6151.2,64147.2,N/E,N/E,64147.2,39885.3,0.0,21615.4,733.2,7.3,1905.9,0.0,200122.6,165780.5,143806.7,71997.9,4120.0,-363.4,58816.9,2628.3,-6928.5,9556.7,1988.9,N/E,4618.0,21973.7,3203.5,323.8,18446.4,0.0,34342.1,N/E,N/E
01/02/2010,498280.7,158843.4,42011.3,116832.1,N/E,N/E,116832.1,92153.0,0.0,21615.4,733.2,7.3,2323.2,0.0,339437.3,271978.0,242970.4,118096.2,11312.6,2826.3,95418.9,1308.0,-11099.5,12407.4,3803.1,N/E,10205.4,29007.6,6457.2,602.4,21948.0,0.0,67459.3,N/E,N/E
01/03/2010,735851.0,242870.9,70956.7,171914.2,N/E,N/E,171914.2,146889.9,0.0,21342.6,745.8,7.5,2928.4,0.0,492980.1,390769.3,353773.7,173724.6,17388.0,5382.1,131175.8,-1367.4,-17054.2,15686.8,5914.5,N/E,21556.2,36995.6,8803.7,1063.1,27128.1,0.7,102210.7,N/E,N/E
01/04/2010,962658.2,320435.4,93088.2,227347.3,N/E,N/E,227347.3,178668.7,2318.3,40235.8,1727.4,14.8,4382.2,0.0,642222.8,502932.6,458810.2,227584.3,21737.7,7584.7,171375.7,-2349.3,-22478.0,20128.7,7682.0,N/E,25195.0,44122.4,11054.9,1465.7,31601.2,0.7,139290.2,N/E,N/E
01/05/2010,1177131.0,400266.2,118573.5,281692.7,N/E,N/E,281692.7,232768.3,2318.3,40235.8,1727.4,14.8,4628.0,0.0,776864.9,600584.5,549474.1,273188.5,25076.2,8437.2,209283.5,-4302.5,-29017.4,24714.8,9674.0,N/E,28117.2,51110.5,14304.1,1708.5,35097.1,0.7,176280.4,N/E,N/E
